,Backward,Brand,Category,Class,Class_Target,Forward,Mag1_CarLen,Mag1_CarX,Mag1_CarY,Mag1_CarZ,Mag1_EnvX,Mag1_EnvY,Mag1_EnvZ,Mag1_Len,Mag1_X,Mag1_Y,Mag1_Z,Mag_CarLen,Mag_CarX,Mag_CarY,Mag_CarZ,Mag_EnvX,Mag_EnvY,Mag_EnvZ,Mag_Len,Mag_X,Mag_Y,Mag_Z
0,0.0,toyota,clotplus,0.0,0,1,5.991660871578099,-2.200000000000003,0.9000000000000057,-5.5,50.2,-195.9,-145.5,251.2568407028951,48,-195,-151,5.379591062525095,4.599999999999994,0.6999999999999993,2.6999999999999886,190.4,-20.7,-246.7,312.987220186384,195,-20,-244
1,0.0,toyota,clotplus,0.0,0,1,2.8460498941515384,2.799999999999997,-0.09999999999999432,0.5,50.2,-195.9,-145.5,249.499498997493,53,-196,-145,1.7720045146669257,-0.4000000000000057,-0.3000000000000007,1.6999999999999886,190.4,-20.7,-246.7,310.7507039412783,190,-21,-245
2,0.0,toyota,clotplus,0.0,0,1,4.571651780264983,0.7999999999999972,-0.09999999999999432,4.5,50.2,-195.9,-145.5,246.7752013472991,51,-196,-141,4.115823125451347,-3.4000000000000057,-0.3000000000000007,-2.3000000000000114,190.4,-20.7,-246.7,312.10735332574274,187,-21,-249
3,0.0,toyota,clotplus,0.0,0,1,6.920982589199313,-4.200000000000003,-0.09999999999999432,-5.5,50.2,-195.9,-145.5,251.6604855753084,46,-196,-151,4.2591078878093755,2.5999999999999943,0.6999999999999993,-3.3000000000000114,190.4,-20.7,-246.7,316.46326801068085,193,-20,-250
4,0.0,toyota,clotplus,0.0,0,1,3.0822070014844867,1.7999999999999972,-0.09999999999999432,-2.5,50.2,-195.9,-145.5,251.0458125522113,52,-196,-148,4.091454509095744,1.5999999999999943,0.6999999999999993,3.6999999999999886,190.4,-20.7,-246.7,310.3433582340695,192,-20,-243
5,0.0,toyota,clotplus,0.0,0,1,3.7549966711037155,2.799999999999997,-0.09999999999999432,2.5,50.2,-195.9,-145.5,248.34250542345745,53,-196,-143,3.8652296180175467,-3.4000000000000057,-1.3000000000000007,-1.3000000000000114,190.4,-20.7,-246.7,311.3791900561115,187,-22,-248
6,0.0,toyota,clotplus,0.0,0,1,3.53553390593274,-3.200000000000003,-0.09999999999999432,1.5,50.2,-195.9,-145.5,247.71152577141015,47,-196,-144,3.4263683398023725,0.5999999999999943,0.6999999999999993,-3.3000000000000114,190.4,-20.7,-246.7,315.24752179834815,191,-20,-250
7,0.0,toyota,clotplus,0.0,0,1,3.8078865529319565,-1.2000000000000028,0.9000000000000057,-3.5,50.2,-195.9,-145.5,250.25387109893026,49,-195,-149,3.760319135392621,2.5999999999999943,-0.3000000000000007,2.6999999999999886,190.4,-20.7,-246.7,311.8108400937979,193,-21,-244
8,0.0,toyota,clotplus,0.0,0,1,6.774953874381726,3.799999999999997,-1.0999999999999943,5.5,50.2,-195.9,-145.5,247.63884994079584,54,-197,-140,3.967366884975466,-1.4000000000000057,-0.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,308.56279749833743,189,-21,-243
9,0.0,toyota,clotplus,0.0,0,1,2.7748873851023226,-1.2000000000000028,-0.09999999999999432,2.5,50.2,-195.9,-145.5,247.5196961859803,49,-196,-143,5.489990892524334,-3.4000000000000057,-0.3000000000000007,-4.300000000000011,190.4,-20.7,-246.7,313.70527569679155,187,-21,-251
10,0.0,toyota,clotplus,0.0,0,1,6.457553716385176,-3.200000000000003,-1.0999999999999943,-5.5,50.2,-195.9,-145.5,252.62422686670413,47,-197,-151,3.1843366656181207,2.5999999999999943,0.6999999999999993,1.6999999999999886,190.4,-20.7,-246.7,312.5283987096213,193,-20,-245
11,0.0,toyota,clotplus,0.0,0,1,3.3015148038438347,2.799999999999997,0.9000000000000057,-1.5,50.2,-195.9,-145.5,249.88597399614088,53,-195,-147,1.9339079605813596,0.5999999999999943,0.6999999999999993,1.6999999999999886,190.4,-20.7,-246.7,311.2972855647797,191,-20,-245
12,0.0,toyota,clotplus,0.0,0,1,3.5916569992135936,0.7999999999999972,-0.09999999999999432,3.5,50.2,-195.9,-145.5,247.34793308212625,51,-196,-142,3.4842502780368725,-3.4000000000000057,-0.3000000000000007,0.6999999999999886,190.4,-20.7,-246.7,309.71922768856314,187,-21,-246
13,0.0,toyota,clotplus,0.0,0,1,4.062019202317982,-3.200000000000003,-0.09999999999999432,-2.5,50.2,-195.9,-145.5,250.05799327356044,47,-196,-148,1.7720045146669257,1.5999999999999943,-0.3000000000000007,0.6999999999999886,190.4,-20.7,-246.7,312.7634889177444,192,-21,-246
14,0.0,toyota,clotplus,0.0,0,1,3.619392214170773,-0.20000000000000284,0.9000000000000057,-3.5,50.2,-195.9,-145.5,250.45159212909786,50,-195,-149,3.541186241925145,2.5999999999999943,1.6999999999999993,1.6999999999999886,190.4,-20.7,-246.7,312.46599815019874,193,-19,-245
15,0.0,toyota,clotplus,0.0,0,1,6.23698645180507,2.799999999999997,0.9000000000000057,5.5,50.2,-195.9,-145.5,245.8332768361517,53,-195,-140,3.679673898594815,-2.4000000000000057,0.6999999999999993,2.6999999999999886,190.4,-20.7,-246.7,308.6745859315276,188,-20,-244
16,0.0,toyota,clotplus,0.0,0,1,2.6645825188948478,-2.200000000000003,-0.09999999999999432,1.5,50.2,-195.9,-145.5,247.90320691753868,48,-196,-144,3.813135192987536,-1.4000000000000057,-1.3000000000000007,-3.3000000000000114,190.4,-20.7,-246.7,314.1735189349987,189,-22,-250
17,0.0,toyota,clotplus,0.0,0,1,4.743416490252571,-3.200000000000003,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,250.6511520021402,47,-196,-149,4.211887937730543,2.5999999999999943,-0.3000000000000007,-3.3000000000000114,190.4,-20.7,-246.7,316.52803983217666,193,-21,-250
18,0.0,toyota,clotplus,0.0,0,1,4.277849927241488,3.799999999999997,1.9000000000000057,-0.5,50.2,-195.9,-145.5,248.73278834926447,54,-194,-146,3.760319135392621,0.5999999999999943,-0.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,309.79186561302737,191,-21,-243
19,0.0,toyota,clotplus,0.0,0,1,6.610597552415364,0.7999999999999972,0.9000000000000057,6.5,50.2,-195.9,-145.5,244.840764579757,51,-195,-139,6.522269543648143,-3.4000000000000057,1.6999999999999993,-5.300000000000011,190.4,-20.7,-246.7,314.37875246269425,187,-19,-252
20,0.0,toyota,clotplus,0.0,0,1,6.3639610306789285,-3.200000000000003,-0.09999999999999432,-5.5,50.2,-195.9,-145.5,251.84519054371478,47,-196,-151,5.580322571321491,1.5999999999999943,0.6999999999999993,-5.300000000000011,190.4,-20.7,-246.7,317.4397580644239,192,-20,-252
21,0.0,toyota,clotplus,0.0,0,1,4.03732584763727,1.7999999999999972,0.9000000000000057,-3.5,50.2,-195.9,-145.5,250.85852586667252,52,-195,-149,6.673829485385422,2.5999999999999943,-2.3000000000000007,5.699999999999989,190.4,-20.7,-246.7,309.61104631456544,193,-23,-241
22,0.0,toyota,clotplus,0.0,0,1,5.958187643906491,3.799999999999997,0.9000000000000057,4.5,50.2,-195.9,-145.5,246.6211669747753,54,-195,-141,2.5179356624028366,-2.4000000000000057,-0.3000000000000007,0.6999999999999886,190.4,-20.7,-246.7,310.32402420695695,188,-21,-246
23,0.0,toyota,clotplus,0.0,0,1,2.8809720581775866,-2.200000000000003,-1.0999999999999943,1.5,50.2,-195.9,-145.5,248.69459181896175,48,-197,-144,7.439085965358928,-1.4000000000000057,-0.3000000000000007,-7.300000000000011,190.4,-20.7,-246.7,317.29796721693634,189,-21,-254
24,0.0,toyota,clotplus,0.0,0,1,5.594640292279748,-3.200000000000003,0.9000000000000057,-4.5,50.2,-195.9,-145.5,250.467562770112,47,-195,-150,2.782085548648703,2.5999999999999943,0.6999999999999993,0.6999999999999886,190.4,-20.7,-246.7,313.31294259892934,193,-20,-246
25,0.0,toyota,clotplus,0.0,0,1,2.9832867780352585,2.799999999999997,0.9000000000000057,0.5,50.2,-195.9,-145.5,248.71469598718932,53,-195,-145,3.9673668849754633,0.5999999999999943,-1.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,309.8612592758249,191,-22,-243
26,0.0,toyota,clotplus,0.0,0,1,5.558776843874918,0.7999999999999972,-0.09999999999999432,5.5,50.2,-195.9,-145.5,246.2051989702898,51,-196,-140,3.652396473549944,-3.4000000000000057,-0.3000000000000007,-1.3000000000000114,190.4,-20.7,-246.7,311.3101347531108,187,-21,-248
27,0.0,toyota,clotplus,0.0,0,1,3.7013511046643504,-3.200000000000003,-1.0999999999999943,-1.5,50.2,-195.9,-145.5,250.25387109893026,47,-197,-147,2.3958297101421975,0.5999999999999943,-0.3000000000000007,-2.3000000000000114,190.4,-20.7,-246.7,314.5202696170789,191,-21,-249
28,0.0,toyota,clotplus,0.0,0,1,5.02991053598372,-1.2000000000000028,1.9000000000000057,-4.5,50.2,-195.9,-145.5,250.0739890512406,49,-194,-150,4.532107677449852,2.5999999999999943,-0.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,311.0289375604784,193,-21,-243
29,0.0,toyota,clotplus,0.0,0,1,5.244044240850757,3.799999999999997,0.9000000000000057,3.5,50.2,-195.9,-145.5,247.19425559668656,54,-195,-142,1.7146428199482244,-1.4000000000000057,0.6999999999999993,0.6999999999999886,190.4,-20.7,-246.7,310.8649224341659,189,-20,-246
30,0.0,toyota,clotplus,0.0,0,1,2.9832867780352585,-1.2000000000000028,-1.0999999999999943,2.5,50.2,-195.9,-145.5,248.31230336010336,49,-197,-143,6.303967004989807,-3.4000000000000057,-0.3000000000000007,-5.300000000000011,190.4,-20.7,-246.7,314.5059617876901,187,-21,-252
31,0.0,toyota,clotplus,0.0,0,1,5.576737397439476,-4.200000000000003,-1.0999999999999943,-3.5,50.2,-195.9,-145.5,251.24888059452127,46,-197,-149,1.6552945357246815,1.5999999999999943,-0.3000000000000007,-0.30000000000001137,190.4,-20.7,-246.7,313.55063386955544,192,-21,-247
32,0.0,toyota,clotplus,0.0,0,1,6.8044103344816,1.7999999999999972,0.9000000000000057,-6.5,50.2,-195.9,-145.5,252.65193448695382,52,-195,-152,5.073460357586318,2.5999999999999943,-2.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,311.1703713402033,193,-23,-243
33,0.0,toyota,clotplus,0.0,0,1,5.787918451395112,1.7999999999999972,-0.09999999999999432,5.5,50.2,-195.9,-145.5,246.41428530018302,52,-196,-140,2.8178005607210768,-2.4000000000000057,-1.3000000000000007,0.6999999999999886,190.4,-20.7,-246.7,310.39329889673843,188,-22,-246
34,0.0,toyota,clotplus,0.0,0,1,4.135214625627068,-2.200000000000003,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,250.84058682757063,48,-196,-149,6.748333127521208,-2.4000000000000057,-0.3000000000000007,-6.300000000000011,190.4,-20.7,-246.7,315.90188350182405,188,-21,-253
35,0.0,toyota,clotplus,0.0,0,1,4.868264577855235,-3.200000000000003,-1.0999999999999943,-3.5,50.2,-195.9,-145.5,251.4338879308038,47,-197,-149,2.9899832775452104,2.5999999999999943,0.6999999999999993,-1.3000000000000114,190.4,-20.7,-246.7,314.88569354608666,193,-20,-248
36,0.0,toyota,clotplus,0.0,0,1,3.3015148038438347,2.799999999999997,0.9000000000000057,1.5,50.2,-195.9,-145.5,248.1330288373557,53,-195,-144,5.877074101966034,0.5999999999999943,-1.3000000000000007,5.699999999999989,190.4,-20.7,-246.7,308.29531297118353,191,-22,-241
37,0.0,toyota,clotplus,0.0,0,1,5.282045058497699,1.7999999999999972,-2.0999999999999943,4.5,50.2,-195.9,-145.5,248.57393266390585,52,-198,-141,4.305810028322205,-3.4000000000000057,-2.3000000000000007,-1.3000000000000114,190.4,-20.7,-246.7,311.4514408378937,187,-23,-248
38,0.0,toyota,clotplus,0.0,0,1,4.277849927241488,-2.200000000000003,-1.0999999999999943,3.5,50.2,-195.9,-145.5,247.54191564258366,48,-197,-142,6.319810123729996,-0.4000000000000057,-0.3000000000000007,-6.300000000000011,190.4,-20.7,-246.7,317.09619991415855,190,-21,-253
39,0.0,toyota,clotplus,0.0,0,1,6.024948132556827,-2.200000000000003,-1.0999999999999943,-5.5,50.2,-195.9,-145.5,252.81218325072865,48,-197,-151,4.8518037882832825,3.5999999999999943,-2.3000000000000007,-2.3000000000000114,190.4,-20.7,-246.7,316.4901262282917,194,-23,-249
40,0.0,toyota,clotplus,0.0,0,1,2.345207879911712,1.7999999999999972,-0.09999999999999432,1.5,50.2,-195.9,-145.5,248.70866490735702,52,-196,-144,4.913247398615288,0.5999999999999943,-1.3000000000000007,4.699999999999989,190.4,-20.7,-246.7,309.0776601438545,191,-22,-242
41,0.0,toyota,clotplus,0.0,0,1,2.626785107312738,0.7999999999999972,-0.09999999999999432,2.5,50.2,-195.9,-145.5,247.92337525937324,51,-196,-143,5.633826408401322,-3.4000000000000057,-1.3000000000000007,-4.300000000000011,190.4,-20.7,-246.7,313.77380387788907,187,-22,-251
42,0.0,toyota,clotplus,0.0,0,1,3.3615472627943266,-3.200000000000003,0.9000000000000057,-0.5,50.2,-195.9,-145.5,248.09272460110554,47,-195,-146,2.7092434368288223,0.5999999999999943,-1.3000000000000007,-2.3000000000000114,190.4,-20.7,-246.7,314.5886202646243,191,-22,-249
43,0.0,toyota,clotplus,0.0,0,1,3.5071355833500366,-0.20000000000000284,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,251.23096942853203,50,-196,-149,5.1710733895391465,3.5999999999999943,-0.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,311.65044521065585,194,-21,-243
44,0.0,toyota,clotplus,0.0,0,1,4.086563348340507,3.799999999999997,-0.09999999999999432,1.5,50.2,-195.9,-145.5,249.134501825821,54,-196,-144,4.913247398615289,-1.4000000000000057,-0.3000000000000007,4.699999999999989,190.4,-20.7,-246.7,307.77589249322307,189,-21,-242
45,0.0,toyota,clotplus,0.0,0,1,5.0299105359837135,0.7999999999999972,-2.0999999999999943,4.5,50.2,-195.9,-145.5,248.36666442983045,51,-198,-141,6.429618962271416,-3.4000000000000057,-1.3000000000000007,-5.300000000000011,190.4,-20.7,-246.7,314.57431554403803,187,-22,-252
46,0.0,toyota,clotplus,0.0,0,1,3.53553390593274,-3.200000000000003,-0.09999999999999432,-1.5,50.2,-195.9,-145.5,249.46743274423616,47,-196,-147,2.887905815638725,1.5999999999999943,-2.3000000000000007,0.6999999999999886,190.4,-20.7,-246.7,312.90413867509005,192,-23,-246
47,0.0,toyota,clotplus,0.0,0,1,3.5916569992135936,0.7999999999999972,-0.09999999999999432,-3.5,50.2,-195.9,-145.5,251.43189932862538,51,-196,-149,6.3513778032801556,3.5999999999999943,-2.3000000000000007,4.699999999999989,190.4,-20.7,-246.7,311.01286147039,194,-23,-242
48,0.0,toyota,clotplus,0.0,0,1,6.68580586017871,3.799999999999997,-0.09999999999999432,5.5,50.2,-195.9,-145.5,246.84408034222736,54,-196,-140,3.1843366656181287,-1.4000000000000057,-2.3000000000000007,1.6999999999999886,190.4,-20.7,-246.7,310.2821296820041,189,-23,-245
49,0.0,toyota,clotplus,0.0,0,1,4.0865633483405075,-0.20000000000000284,-2.0999999999999943,3.5,50.2,-195.9,-145.5,248.73278834926447,50,-198,-142,4.913247398615311,-3.4000000000000057,-1.3000000000000007,-3.3000000000000114,190.4,-20.7,-246.7,312.97443985092457,187,-22,-250
50,0.0,toyota,clotplus,0.0,0,1,4.868264577855235,-3.200000000000003,-1.0999999999999943,-3.5,50.2,-195.9,-145.5,251.4338879308038,47,-197,-149,3.4842502780368725,2.5999999999999943,-0.3000000000000007,-2.3000000000000114,190.4,-20.7,-246.7,315.7388161123051,193,-21,-249
51,0.0,toyota,clotplus,0.0,0,1,2.345207879911712,1.7999999999999972,-0.09999999999999432,-1.5,50.2,-195.9,-145.5,250.45758123881976,52,-196,-147,4.684015371452137,3.5999999999999943,-1.3000000000000007,2.6999999999999886,190.4,-20.7,-246.7,312.499599999744,194,-22,-244
52,0.0,toyota,clotplus,0.0,0,1,8.972179222463177,4.799999999999997,-1.0999999999999943,7.5,50.2,-195.9,-145.5,246.734675309329,55,-197,-138,5.1516987489564965,-1.4000000000000057,-3.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,308.7814761283455,189,-24,-243
53,0.0,toyota,clotplus,0.0,0,1,4.2544094772365275,-1.2000000000000028,-2.0999999999999943,3.5,50.2,-195.9,-145.5,248.53369992819887,49,-198,-142,4.684015371452158,-2.4000000000000057,-2.3000000000000007,-3.3000000000000114,190.4,-20.7,-246.7,313.64470344643155,188,-23,-250
54,0.0,toyota,clotplus,0.0,0,1,5.128352561983234,-2.200000000000003,-1.0999999999999943,-4.5,50.2,-195.9,-145.5,252.21617711796364,48,-197,-150,5.416641025580328,4.599999999999994,-2.3000000000000007,1.6999999999999886,190.4,-20.7,-246.7,313.9729287693447,195,-23,-245
55,0.0,toyota,clotplus,0.0,0,1,3.535533905932732,2.799999999999997,-2.0999999999999943,0.5,50.2,-195.9,-145.5,251.073694360839,53,-198,-145,6.673829485385422,2.5999999999999943,-2.3000000000000007,5.699999999999989,190.4,-20.7,-246.7,309.61104631456544,193,-23,-241
56,0.0,toyota,clotplus,0.0,0,1,8.961026726887937,3.799999999999997,-3.0999999999999943,7.5,50.2,-195.9,-145.5,248.114892741246,54,-199,-138,3.8131351929875303,-1.4000000000000057,-3.3000000000000007,-1.3000000000000114,190.4,-20.7,-246.7,312.7315142418493,189,-24,-248
57,0.0,toyota,clotplus,0.0,0,1,4.159326868617081,-1.2000000000000028,-3.0999999999999943,2.5,50.2,-195.9,-145.5,249.9019807844668,49,-199,-143,5.791372894228115,-0.4000000000000057,-2.3000000000000007,-5.300000000000011,190.4,-20.7,-246.7,316.43798760578665,190,-23,-252
58,0.0,toyota,clotplus,0.0,0,1,6.008327554319919,-1.2000000000000028,-2.0999999999999943,-5.5,50.2,-195.9,-145.5,253.7833721897477,49,-198,-151,6.967065379340131,4.599999999999994,-2.3000000000000007,4.699999999999989,190.4,-20.7,-246.7,311.6376100537289,195,-23,-242
59,0.0,toyota,clotplus,0.0,0,1,6.252999280345389,3.799999999999997,-2.0999999999999943,4.5,50.2,-195.9,-145.5,249.0,54,-198,-141,4.235563716909462,1.5999999999999943,-1.3000000000000007,3.6999999999999886,190.4,-20.7,-246.7,310.47866271291497,192,-22,-243
60,0.0,toyota,clotplus,0.0,0,1,7.409453421137077,2.799999999999997,-4.099999999999994,5.5,50.2,-195.9,-145.5,249.81793370372753,53,-200,-140,4.091454509095762,-2.4000000000000057,-3.3000000000000007,-0.30000000000001137,190.4,-20.7,-246.7,311.3342255518978,188,-24,-247
61,0.0,toyota,clotplus,0.0,0,1,3.8340579025361596,-2.200000000000003,-3.0999999999999943,-0.5,50.2,-195.9,-145.5,251.43786508797754,48,-199,-146,2.3958297101421886,0.5999999999999943,-2.3000000000000007,-0.30000000000001137,190.4,-20.7,-246.7,313.0798620160677,191,-23,-247
62,0.0,toyota,clotplus,0.0,0,1,4.636809247747851,-0.20000000000000284,-1.0999999999999943,-4.5,50.2,-195.9,-145.5,252.60443384865596,50,-197,-150,10.599056561788872,3.5999999999999943,-2.3000000000000007,9.699999999999989,190.4,-20.7,-246.7,307.13840528335106,194,-23,-237
63,0.0,toyota,clotplus,0.0,0,1,5.941380311005177,0.7999999999999972,-2.0999999999999943,5.5,50.2,-195.9,-145.5,247.8003228407905,51,-198,-140,4.684015371452158,-2.4000000000000057,-2.3000000000000007,-3.3000000000000114,190.4,-20.7,-246.7,313.64470344643155,188,-23,-250
64,0.0,toyota,clotplus,0.0,0,1,3.5071355833500366,-2.200000000000003,-1.0999999999999943,-2.5,50.2,-195.9,-145.5,251.03187048659777,48,-197,-148,3.541186241925149,2.5999999999999943,-2.3000000000000007,0.6999999999999886,190.4,-20.7,-246.7,313.5187394718217,193,-23,-246
65,0.0,toyota,clotplus,0.0,0,1,3.7282703764614453,1.7999999999999972,-2.0999999999999943,-2.5,50.2,-195.9,-145.5,252.6103719169108,52,-198,-148,6.967065379340131,4.599999999999994,-2.3000000000000007,4.699999999999989,190.4,-20.7,-246.7,311.6376100537289,195,-23,-242
66,0.0,toyota,clotplus,0.0,0,1,5.282045058497699,3.799999999999997,-1.0999999999999943,3.5,50.2,-195.9,-145.5,248.77499874384483,54,-197,-142,4.282522621072765,-0.4000000000000057,-3.3000000000000007,2.6999999999999886,190.4,-20.7,-246.7,310.1805925585932,190,-24,-244
67,0.0,toyota,clotplus,0.0,0,1,4.679743582719032,-0.20000000000000284,-3.0999999999999943,3.5,50.2,-195.9,-145.5,249.52955736745898,50,-199,-142,6.0942595940770445,-0.4000000000000057,-4.300000000000001,-4.300000000000011,190.4,-20.7,-246.7,315.7942368061837,190,-25,-251
68,0.0,toyota,clotplus,0.0,0,1,2.9832867780352585,-1.2000000000000028,-1.0999999999999943,-2.5,50.2,-195.9,-145.5,251.22499875609512,49,-197,-148,5.911006682452652,4.599999999999994,-3.3000000000000007,1.6999999999999886,190.4,-20.7,-246.7,314.0477670673683,195,-24,-245
69,0.0,toyota,clotplus,0.0,0,1,4.679743582719032,3.799999999999997,-1.0999999999999943,2.5,50.2,-195.9,-145.5,249.34714756740252,54,-197,-143,8.771544903835345,2.5999999999999943,-3.3000000000000007,7.699999999999989,190.4,-20.7,-246.7,308.1330881291394,193,-24,-239
